Planet,Earth_Masses,Temperature_Kelvin,Year
Kepler-49 d,45.4454,799.2,2014
Kepler-49 e,44.1742,413.5,2014
Kepler-490 b,330.1942,1466.7,2016
Kepler-491 b,252.9688,1199.8,2016
Kepler-492 b,272.0368,808.2,2016
Kepler-493 b,429.03,1818.3,2016
Kepler-494 b,202.4386,1142.4,2016
Kepler-495 b,148.4126,1143.2,2016
Kepler-496 b,65.7846,836.3,2016
Kepler-497 b,171.2942,1365.9,2016
Kepler-498 b,85.806,915.3,2016
Kepler-499 b,61.6532,959.4,2016
Kepler-5 b,671.1936,1806.5,2010
Kepler-50 b,62.2888,1393.8,2012
Kepler-50 c,79.1322,1311.5,2012
Kepler-500 b,73.094,992.7,2016
Kepler-501 b,122.0352,1160,2016
Kepler-502 b,135.3828,1402.2,2016
Kepler-503 b,177.6502,1027.6,2016
Kepler-504 b,45.1276,395,2016
Kepler-505 b,73.7296,360.9,2016
Kepler-506 b,77.5432,1197.3,2016
Kepler-507 b,36.8648,1545.3,2016
Kepler-508 b,46.3988,771.4,2016
Kepler-509 b,70.5516,649.1,2016
Kepler-51 b,199.5784,535.8,2012
Kepler-51 c,161.7602,433.4,2012
Kepler-510 b,69.916,886.6,2016
Kepler-511 b,180.1926,326.6,2016
Kepler-512 b,76.272,705.6,2016
Kepler-513 b,62.2888,674.4,2016
Kepler-514 b,48.6234,1360.5,2016
Kepler-515 b,41.314,623.5,2016
Kepler-516 b,162.7136,1099.5,2016
Kepler-517 b,75.6364,497.6,2016
Kepler-518 b,59.7464,931.4,2016
Kepler-519 b,59.4286,570.7,2016
Kepler-52 b,59.4286,564,2014
Kepler-52 c,52.1192,441.9,2014
Kepler-52 d,55.2972,330.4,2014
Kepler-520 b,47.0344,801.8,2016
Kepler-520 c,30.191,1248.5,2016
Kepler-521 b,90.2552,903.9,2016
Kepler-522 b,195.7648,853.6,2016
Kepler-523 b,55.615,990.9,2016
Kepler-524 b,54.026,1072.6,2016
Kepler-524 c,27.3308,1733.5,2016
Kepler-525 b,74.683,782.9,2016
Kepler-526 b,56.5684,1203.4,2016
Kepler-527 b,80.4034,1074.2,2016
Kepler-528 b,59.1108,760.6,2016
Kepler-529 b,52.7548,1763.6,2016
Kepler-529 c,56.5684,945.9,2016
Kepler-53 b,81.9924,720.6,2014
Kepler-53 c,89.9374,565.7,2014
Kepler-53 d,60.0642,960.8,2014
Kepler-530 b,85.4882,547.5,2016
Kepler-531 b,78.8144,490.5,2016
Kepler-532 b,72.7762,693.6,2016
Kepler-533 b,95.9756,474.7,2016
Kepler-534 b,63.56,790.9,2016
Kepler-535 b,67.0558,1361.7,2016
Kepler-536 b,88.0306,1489.7,2016
Kepler-537 b,40.0428,1319.5,2016
Kepler-538 b,64.1956,428.6,2016
Kepler-539 b,237.3966,387.2,2016
Kepler-54 b,59.4286,504.8,2014
Kepler-54 c,34.958,440.3,2014
Kepler-54 d,43.2208,395.4,2014
Kepler-540 b,76.9076,381.2,2016
Kepler-541 b,95.34,1675.5,2016
Kepler-542 b,44.492,774.9,2016
Kepler-543 b,70.8694,581.6,2016
Kepler-544 b,60.0642,829.9,2016
Kepler-545 b,76.272,880.4,2016
Kepler-546 b,198.3072,1349,2016
Kepler-547 b,113.4546,815,2016
Kepler-548 b,340.046,1113.3,2016
Kepler-549 b,72.7762,493.9,2016
Kepler-549 c,82.9458,353.6,2016
Kepler-55 b,68.9626,408.6,2014
Kepler-55 c,62.6066,356.3,2014
Kepler-55 d,45.1276,937.2,2014
Kepler-55 e,43.8564,733.2,2014
Kepler-55 f,45.1276,563,2014
Kepler-550 b,125.2132,834.8,2016
Kepler-551 b,77.5432,544.6,2016
Kepler-552 b,111.8656,1178.8,2016
Kepler-553 b,131.2514,1066.1,2016
Kepler-553 c,317.4822,246,2016
Kepler-554 b,121.7174,1470.9,2016
Kepler-555 b,80.0856,814.4,2016
Kepler-556 b,63.56,862.1,2016
Kepler-557 b,75.6364,1430.4,2016
Kepler-558 b,67.0558,543.7,2016
Kepler-559 b,102.3316,732.2,2016
Kepler-56 b,108.6876,1304.8,2012
Kepler-56 c,222.46,1029.1,2012
Kepler-560 b,48.6234,318.8,2016
Kepler-561 b,197.3538,489.7,2016
Kepler-561 c,75.9542,1086,2016
Kepler-562 b,147.777,703.9,2016
Kepler-563 b,87.7128,565.9,2016
Kepler-564 b,131.2514,1207.3,2016
Kepler-565 b,103.285,1193.9,2016
Kepler-566 b,61.0176,613.9,2016
Kepler-567 b,63.8778,637.1,2016
Kepler-568 b,64.1956,469.3,2016
Kepler-569 b,89.6196,580,2016
Kepler-57 b,61.971,873.4,2012
Kepler-57 c,43.8564,690.2,2012
Kepler-570 b,69.5982,1118.3,2016
Kepler-571 b,75.0008,1084.4,2016
Kepler-572 b,73.094,637.9,2016
Kepler-573 b,79.1322,713,2016
Kepler-574 b,67.6914,944.1,2016
Kepler-575 b,67.6914,914.2,2016
Kepler-576 b,92.7976,621.3,2016
Kepler-577 b,72.1406,518.4,2016
Kepler-578 b,56.5684,1460.4,2016
Kepler-579 b,56.5684,894.8,2016
Kepler-58 b,78.8144,949.9,2014
Kepler-58 c,81.039,825.4,2014
Kepler-58 d,83.2636,651.9,2014
Kepler-580 b,72.7762,627.6,2016
Kepler-581 b,74.683,578.8,2016
Kepler-582 b,104.2384,700.2,2016
Kepler-583 b,64.5134,982.5,2016
Kepler-584 b,119.4928,706.8,2016
Kepler-585 b,80.0856,1335.5,2016
Kepler-586 b,79.1322,1453,2016
Kepler-587 b,63.2422,824.1,2016
Kepler-588 b,74.683,1242.2,2016
Kepler-589 b,64.5134,666.6,2016
Kepler-59 b,31.78,884,2012
Kepler-59 c,57.204,769.7,2012
Kepler-590 b,114.0902,1211.1,2016
Kepler-591 b,95.9756,440.3,2016
Kepler-592 b,67.6914,1461.4,2016
Kepler-593 b,81.3568,769.2,2016
Kepler-594 b,61.6532,749.5,2016
Kepler-595 b,108.052,574.3,2016
Kepler-596 b,98.2002,867.2,2016
Kepler-597 b,67.0558,815.5,2016
Kepler-598 b,42.5852,1122.2,2016
Kepler-599 b,80.4034,647.6,2016
Kepler-6 b,212.2904,1503.6,2010
Kepler-60 b,64.5134,1274.7,2012
Kepler-60 c,69.916,1183.1,2012
Kepler-60 d,72.1406,1074.7,2012
Kepler-600 b,82.3102,587.1,2016
Kepler-601 b,54.026,926.9,2016
Kepler-602 b,59.1108,883.5,2016
Kepler-603 b,75.0008,727.3,2016
Kepler-603 c,184.324,398.6,2016
Kepler-603 d,37.5004,1092.2,2016
Kepler-604 b,73.4118,694.4,2016
Kepler-605 b,40.6784,1194.9,2016
Kepler-605 c,24.4706,1347.6,2016
Kepler-606 b,93.751,793.2,2016
Kepler-607 b,24.7884,1915.2,2016
Kepler-608 b,103.285,1085,2016
Kepler-609 b,95.0222,1159.3,2016
Kepler-61 b,61.0176,300.5,2013
Kepler-610 b,118.8572,1120.4,2016
Kepler-610 c,93.4332,401.7,2016
Kepler-611 b,46.7166,1480.3,2016
Kepler-612 b,80.4034,1244.6,2016
Kepler-613 b,64.8312,773.1,2016
Kepler-614 b,67.6914,696,2016
Kepler-615 b,49.259,644.3,2016
Kepler-616 b,68.9626,909.5,2016
Kepler-616 c,96.6112,436.6,2016
Kepler-617 b,37.5004,833.7,2016
Kepler-618 b,73.7296,1358.9,2016
Kepler-619 b,89.6196,1219.7,2016
Kepler-619 c,47.9878,2009.5,2016
Kepler-62 b,37.1826,838.1,2013
Kepler-62 c,15.2544,691.3,2013
Kepler-62 d,55.2972,577.6,2013
Kepler-62 e,45.7632,311.9,2013
Kepler-62 f,40.0428,235.6,2013
Kepler-620 b,94.0688,975.7,2016
Kepler-621 b,65.149,983.5,2016
Kepler-622 b,60.382,502.1,2016
Kepler-623 b,85.4882,848.9,2016
Kepler-624 b,65.4668,922.5,2016
Kepler-625 b,56.5684,981.3,2016
Kepler-625 c,29.8732,1207,2016
Kepler-626 b,64.8312,840.7,2016
Kepler-627 b,105.8274,752,2016
Kepler-628 b,238.0322,895.5,2016
Kepler-629 b,39.0894,899.8,2016
Kepler-63 b,173.201,865.6,2013
Kepler-630 b,90.2552,375,2016
Kepler-631 b,82.3102,905.3,2016
Kepler-632 b,62.6066,543.6,2016
Kepler-633 b,46.081,1064.6,2016
Kepler-634 b,53.7082,1341.7,2016
Kepler-635 b,75.0008,871.1,2016
Kepler-636 b,126.1666,652.9,2016
Kepler-637 b,134.7472,1085.2,2016
Kepler-638 b,51.8014,1001.2,2016
Kepler-639 b,67.3736,1040.7,2016
Kepler-640 b,72.4584,670.5,2016
Kepler-641 b,52.437,985.3,2016
Kepler-642 b,82.3102,1681,2016
Kepler-643 b,287.9268,1058.2,2016
Kepler-644 b,89.3018,1991.8,2016
Kepler-645 b,59.4286,1543.2,2016
Kepler-646 b,56.5684,746,2016
Kepler-647 b,33.0512,843.6,2016
Kepler-648 b,91.2086,749.5,2016
Kepler-649 b,64.1956,635.2,2016
Kepler-650 b,83.8992,1597.6,2016
Kepler-651 b,67.0558,648.5,2016
Kepler-652 b,70.5516,1107.3,2016
Kepler-653 b,55.2972,866.4,2016
Kepler-653 c,22.246,2198.4,2016
Kepler-654 b,58.793,883.7,2016
Kepler-655 b,76.9076,643.8,2016
Kepler-656 b,88.3484,1564.7,2016
Kepler-657 b,99.7892,691.1,2016
Kepler-658 b,46.081,1087.6,2016
Kepler-659 b,70.8694,576.5,2016
Kepler-660 b,72.7762,693,2016
Kepler-661 b,87.0772,737.4,2016
Kepler-662 b,61.6532,541.6,2016
Kepler-663 b,73.7296,985.4,2016
Kepler-664 b,75.3186,1468.2,2016
Kepler-665 b,73.7296,601,2016
Kepler-666 b,68.0092,1253.2,2016
Kepler-667 b,134.1116,502.7,2016
Kepler-668 b,76.5898,842.5,2016
Kepler-669 b,136.9718,1388.6,2016
Kepler-670 b,373.7328,1388.6,2016
Kepler-671 b,76.272,1169.4,2016
Kepler-672 b,70.8694,556.2,2016
Kepler-673 b,185.2774,1114.3,2016
Kepler-674 b,47.9878,907.3,2016
Kepler-675 b,69.2804,1156.7,2016
Kepler-676 b,86.1238,441.3,2016
Kepler-677 b,152.544,1047.5,2016
Kepler-678 b,145.8702,946.3,2016
Kepler-679 b,85.4882,754.8,2016
Kepler-68 b,6.0382,1252.9,2013
Kepler-68 c,1.9068,1034,2013
Kepler-68 d,257.418,291,2013
Kepler-680 b,68.6448,1366.4,2016
Kepler-681 b,87.395,525.9,2016
Kepler-682 b,209.1124,787.4,2016
Kepler-683 b,55.9328,1413.8,2016
Kepler-684 b,95.34,946.2,2016
Kepler-685 b,300.0032,1850,2016
Kepler-686 b,344.4952,1614.9,2016
Kepler-687 b,99.7892,544,2016
Kepler-688 b,276.8038,1230.6,2016
Kepler-689 b,81.9924,643.2,2016
Kepler-69 b,63.56,884.5,2013
Kepler-69 c,48.3056,335.6,2013
Kepler-690 b,168.7518,1090.1,2016
Kepler-691 b,59.1108,500.8,2016
Kepler-692 b,88.0306,633.3,2016
Kepler-693 b,288.5624,600.9,2016
Kepler-694 b,79.45,1038.4,2016
Kepler-695 b,261.2316,1134.9,2016
Kepler-696 b,174.1544,1298.7,2016
Kepler-697 b,116.9504,1167.5,2016
Kepler-698 b,104.2384,734.8,2016
Kepler-699 b,400.1102,554.6,2016
Kepler-7 b,138.8786,1556.6,2010
Kepler-700 b,169.7052,446,2016
Kepler-701 b,80.4034,791,2016
Kepler-702 b,259.9604,804.3,2016
Kepler-703 b,232.6296,1406.8,2016
Kepler-704 b,74.0474,1225.6,2016
Kepler-705 b,59.7464,266.1,2016
Kepler-706 b,373.415,504,2016
Kepler-707 b,37.8182,1215.7,2016
Kepler-708 b,82.9458,1315.4,2016
Kepler-709 b,82.9458,630.5,2016
Kepler-710 b,53.3904,1142,2016
Kepler-711 b,96.6112,577.8,2016
Kepler-712 b,96.6112,584.5,2016
Kepler-712 c,137.6074,264.5,2016
Kepler-713 b,70.2338,1020.9,2016
Kepler-714 b,274.2614,1073.3,2016
Kepler-715 b,106.463,951.3,2016
Kepler-716 b,82.3102,734.1,2016
Kepler-717 b,68.6448,1085.8,2016
Kepler-718 b,469.3906,1862.2,2016
Kepler-719 b,241.528,1154,2016
Kepler-720 b,238.35,1117.6,2016
Kepler-721 b,75.0008,910.5,2016
Kepler-722 b,74.683,1288,2016
Kepler-722 c,80.0856,436.5,2016
Kepler-723 b,345.7664,1142.6,2016
Kepler-724 b,93.4332,1186.1,2016
Kepler-725 b,301.2744,507.5,2016
Kepler-726 b,92.4798,633.4,2016
Kepler-727 b,71.8228,1026.4,2016
Kepler-728 b,94.7044,1059.4,2016
Kepler-729 b,101.3782,1274.2,2016
Kepler-730 b,261.2316,1063.1,2016
Kepler-731 b,393.4364,1317,2016
Kepler-732 b,61.6532,451.8,2016
Kepler-732 c,35.9114,992.6,2016
Kepler-733 b,80.0856,640.5,2016
Kepler-734 b,101.0604,911.4,2016
Kepler-735 b,83.5814,716.3,2016
Kepler-736 b,82.9458,1082.6,2016
Kepler-737 b,55.615,333.1,2016
Kepler-738 b,70.8694,586.3,2016
Kepler-739 b,94.0688,798,2016
Kepler-74 b,211.337,1476,2012
Kepler-740 b,129.6624,1160.4,2016
Kepler-741 b,84.217,1197.3,2016
Kepler-742 b,91.8442,695.3,2016
Kepler-743 b,34.3224,1197.8,2016
Kepler-744 b,46.081,819.1,2016
Kepler-745 b,61.3354,950.1,2016
Kepler-746 b,31.4622,1206.9,2016
Kepler-747 b,149.366,487.3,2016
Kepler-748 b,71.505,1088,2016
Kepler-749 b,88.0306,601,2016
Kepler-75 b,3172.9152,1292.3,2013
Kepler-750 b,87.0772,1088.8,2016
Kepler-750 c,46.081,1438.5,2016
Kepler-751 b,69.5982,671.5,2016
Kepler-752 b,79.7678,649,2016
Kepler-753 b,54.026,718.9,2016
Kepler-754 b,56.8862,862.1,2016
Kepler-755 b,49.8946,1456,2016
Kepler-755 c,35.5936,1111.5,2016
Kepler-756 b,31.78,1563.1,2016
Kepler-757 b,38.4538,2159,2016
Kepler-758 b,70.2338,1086.6,2016
Kepler-758 c,47.9878,1483.6,2016
Kepler-758 d,60.0642,911.8,2016
Kepler-758 e,43.2208,1237.7,2016
Kepler-759 b,64.5134,589.6,2016
Kepler-76 b,622.888,1983.7,2013
Kepler-760 b,86.7594,838.2,2016
Kepler-760 c,41.9496,1276,2016
Kepler-761 b,57.5218,884.1,2016
Kepler-762 b,359.4318,1354.6,2016
Kepler-763 b,34.6402,1544.2,2016
Kepler-764 b,46.3988,942.8,2016
Kepler-765 b,68.9626,686.7,2016
Kepler-766 b,95.9756,1192.9,2016
Kepler-767 b,188.1376,351.7,2016
Kepler-768 b,50.848,714.2,2016
Kepler-769 b,82.9458,1201,2016
Kepler-769 c,50.848,930.1,2016
Kepler-77 b,136.9718,1248,2013
Kepler-770 b,65.149,701.6,2016
Kepler-770 c,34.0046,1642.4,2016
Kepler-770 d,39.725,1163.2,2016
Kepler-771 b,51.4836,1007.8,2016
Kepler-772 b,51.4836,885.5,2016
Kepler-773 b,40.6784,1295.8,2016
Kepler-774 b,89.9374,1427.9,2016
Kepler-775 b,33.6868,1766.3,2016
Kepler-776 b,36.2292,937.6,2016
Kepler-777 b,41.6318,638.2,2016
Kepler-778 b,47.67,1028.1,2016
Kepler-779 b,26.0596,515,2016
Kepler-780 b,25.1062,2282.6,2016
Kepler-781 b,81.9924,688.3,2016
Kepler-782 b,90.8908,376.6,2016
Kepler-783 b,22.246,1118,2016
Kepler-784 b,44.8098,710.7,2016
Kepler-785 b,369.2836,1146,2016
Kepler-786 b,68.9626,394.2,2016
Kepler-787 b,36.2292,1269.7,2016
Kepler-788 b,72.1406,1129.8,2016
Kepler-789 b,60.0642,994.1,2016
Kepler-79 b,100.4248,931.8,2014
Kepler-79 c,107.7342,741.3,2014
Kepler-79 d,207.5234,685.1,2014
Kepler-79 e,101.0604,587.3,2014
Kepler-790 b,61.6532,690.1,2016
Kepler-791 b,86.4416,1045.7,2016
Kepler-792 b,55.615,956.6,2016
Kepler-793 b,38.7716,1208.7,2016
Kepler-794 b,59.7464,1028.5,2016
Kepler-795 b,47.67,620.9,2016
Kepler-796 b,36.8648,1073.9,2016
Kepler-797 b,61.6532,639.8,2016
Kepler-798 b,67.6914,988.6,2016
Kepler-799 b,195.1292,372.6,2016
Kepler-8 b,185.2774,1661.1,2010
Kepler-80 b,76.5898,706,2014
Kepler-80 c,80.7212,638.8,2014
Kepler-80 d,49.259,872.8,2014
Kepler-80 e,46.3988,760.5,2014
Kepler-80 f,34.958,1349.4,2016
Kepler-800 b,80.7212,704.9,2016
Kepler-801 b,56.5684,575.9,2016
Kepler-802 b,100.4248,532.6,2016
Kepler-803 b,107.4164,580.2,2016
Kepler-804 b,54.9794,843.5,2016
Kepler-804 c,32.4156,963.2,2016
Kepler-805 b,81.9924,838,2016
Kepler-806 b,32.4156,1068.6,2016
Kepler-807 b,295.554,428.8,2016
Kepler-808 b,41.314,1648.8,2016
Kepler-809 b,85.4882,513.3,2016
Kepler-81 b,68.6448,708,2014
Kepler-81 c,67.0558,559.9,2014
Kepler-81 d,34.3224,434.7,2014
Kepler-810 b,54.6616,1220.6,2016
Kepler-811 b,76.5898,767.8,2016
Kepler-812 b,100.7426,1324.2,2016
Kepler-813 b,60.6998,719.8,2016
Kepler-814 b,60.0642,1251,2016
Kepler-815 b,116.6326,1508.5,2016
Kepler-816 b,290.4692,780.4,2016
Kepler-817 b,256.1468,1286.1,2016
Kepler-818 b,144.9168,873,2016
Kepler-819 b,78.1788,522.4,2016
Kepler-82 b,113.4546,621.5,2014
Kepler-82 c,151.5906,497.6,2014
Kepler-82 d,50.2124,1361.5,2014
Kepler-82 e,69.916,1006.3,2014
Kepler-820 b,172.5654,482.5,2016
Kepler-821 b,37.1826,1324.8,2016
Kepler-822 b,50.2124,1423.5,2016
Kepler-823 b,44.492,1188,2016
Kepler-824 b,53.0726,1358,2016
Kepler-825 b,43.2208,1368,2016
Kepler-825 c,52.1192,1057,2016
Kepler-826 b,35.5936,1351.1,2016
Kepler-827 b,159.5356,499.7,2016
Kepler-828 b,42.903,1906,2016
Kepler-829 b,59.7464,1020.2,2016
Kepler-83 b,80.0856,627.2,2014
Kepler-83 c,67.0558,493.2,2014
Kepler-83 d,54.9794,714,2014
Kepler-830 b,48.3056,966,2016
Kepler-831 b,35.9114,1096.1,2016
Kepler-832 b,58.4752,963.5,2016
Kepler-833 b,57.204,477.4,2016
Kepler-834 b,57.204,570.8,2016
Kepler-835 b,79.1322,947.8,2016
Kepler-836 b,77.5432,917.1,2016
Kepler-837 b,72.4584,675.5,2016
Kepler-838 b,77.5432,779.9,2016
Kepler-839 b,72.7762,688.7,2016
Kepler-84 b,64.5134,1152.1,2014
Kepler-84 c,68.327,1011.8,2014
Kepler-84 d,39.0894,1390.2,2014
Kepler-84 e,73.7296,745.1,2014
Kepler-84 f,62.2888,633.9,2014
Kepler-840 b,484.0094,1538.5,2016
Kepler-841 b,148.4126,339.9,2016
Kepler-842 b,45.4454,1392.6,2016
Kepler-843 b,73.4118,1598.9,2016
Kepler-844 b,47.67,851.5,2016
Kepler-845 b,57.8396,1563.7,2016
Kepler-846 b,70.2338,684.9,2016
Kepler-847 b,33.369,1160.3,2016
Kepler-848 b,48.3056,1126.9,2016
Kepler-849 b,202.4386,352.2,2016
Kepler-85 b,55.9328,1056.3,2014
Kepler-85 c,61.6532,921.4,2014
Kepler-85 d,34.0046,676.6,2014
Kepler-85 e,35.9114,603.7,2014
Kepler-850 b,50.5302,1095,2016
Kepler-851 b,47.67,865.7,2016
Kepler-852 b,72.1406,618.7,2016
Kepler-853 b,47.9878,1352.6,2016
Kepler-854 b,474.1576,1812.9,2016
Kepler-855 b,236.761,1020.3,2016
Kepler-856 b,263.774,925,2016
Kepler-857 b,192.9046,450.4,2016
Kepler-858 b,137.9252,441.5,2016
Kepler-859 b,87.7128,575.6,2016
Kepler-860 b,91.8442,1195.1,2016
Kepler-861 b,64.5134,1004.5,2016
Kepler-862 b,62.6066,1174.1,2016
Kepler-863 b,82.3102,768.6,2016
Kepler-864 b,68.0092,1101.6,2016
Kepler-865 b,70.5516,770.3,2016
Kepler-866 b,46.081,1050.4,2016
Kepler-867 b,131.5692,347.5,2016
Kepler-868 b,58.1574,1078.1,2016
Kepler-869 b,102.3316,557.2,2016
Kepler-87 b,384.538,537.1,2013
Kepler-87 c,174.4722,453.7,2013
Kepler-870 b,78.8144,733.6,2016
Kepler-871 b,106.1452,772.9,2016
Kepler-872 b,56.5684,1529,2016
Kepler-873 b,106.463,850.1,2016
Kepler-874 b,111.8656,635.3,2016
Kepler-875 b,82.3102,709.7,2016
Kepler-876 b,40.6784,918.1,2016
Kepler-877 b,60.0642,634.4,2016
Kepler-878 b,54.6616,533.7,2016
Kepler-879 b,72.7762,624,2016
Kepler-880 b,75.3186,1460.5,2016
Kepler-881 b,50.5302,1291.9,2016
Kepler-882 b,34.958,1129.6,2016
Kepler-883 b,50.5302,927.2,2016
Kepler-884 b,34.958,1069.1,2016
Kepler-885 b,70.8694,913.8,2016
Kepler-886 b,43.2208,1210,2016
Kepler-887 b,52.1192,861.7,2016
Kepler-887 c,32.0978,1195.9,2016
Kepler-888 b,49.8946,466.9,2016
Kepler-889 b,30.8266,1447.2,2016
Kepler-89 b,9.2162,1875.5,2012
Kepler-89 c,125.2132,1529.1,2012
Kepler-89 d,96.2934,892.2,2012
Kepler-89 e,31.4622,672.3,2012
Kepler-890 b,252.0154,573.3,2016
Kepler-891 b,181.7816,551.8,2016
Kepler-892 b,79.7678,607.9,2016
Kepler-893 b,85.806,1078.4,2016
Kepler-894 b,78.8144,851.4,2016
Kepler-895 b,43.5386,884.7,2016
Kepler-896 b,71.8228,320.2,2016
Kepler-897 b,67.6914,1019.1,2016
Kepler-898 b,42.2674,682.6,2016
Kepler-899 b,75.9542,695.6,2016
Kepler-900 b,59.1108,776.2,2016
Kepler-901 b,38.7716,781.6,2016
Kepler-902 b,72.1406,553,2016
Kepler-903 b,56.8862,888,2016
Kepler-903 c,71.8228,486.5,2016
Kepler-904 b,50.2124,1601.7,2016
Kepler-905 b,40.0428,1023.8,2016
Kepler-906 b,59.7464,599.9,2016
Kepler-907 b,34.0046,971.3,2016
Kepler-908 b,34.6402,1941.7,2016
Kepler-909 b,41.6318,952.3,2016
Kepler-910 b,23.1994,1899.3,2016
Kepler-911 b,73.7296,1037.3,2016
Kepler-912 b,79.45,1579.4,2016
Kepler-913 b,58.4752,626.3,2016
Kepler-914 b,39.0894,1303.7,2016
Kepler-915 b,42.5852,1456.3,2016
Kepler-916 b,49.8946,525.2,2016
Kepler-917 b,54.026,1175.3,2016
Kepler-918 b,49.259,1287.5,2016
Kepler-919 b,63.8778,1016.6,2016
Kepler-920 b,68.6448,936.4,2016
Kepler-920 c,107.7342,376.1,2016
Kepler-921 b,81.3568,507.2,2016
Kepler-922 b,40.3606,1941.7,2016
Kepler-923 b,39.0894,1193.9,2016
Kepler-924 b,87.0772,585.7,2016
Kepler-925 b,66.4202,441.2,2016
Kepler-926 b,65.4668,537.6,2016
Kepler-927 b,48.6234,944.3,2016
Kepler-928 b,45.1276,904.8,2016
Kepler-929 b,31.4622,2096.1,2016
Kepler-93 b,2.5424,1134.3,2014
Kepler-930 b,60.382,599.8,2016
Kepler-931 b,37.8182,832.2,2016
Kepler-932 b,38.7716,1386.3,2016
Kepler-933 b,69.5982,713.6,2016
Kepler-934 b,59.1108,410.2,2016
Kepler-935 b,38.136,873.9,2016
Kepler-936 b,40.9962,823.8,2016
Kepler-937 b,105.5096,556.3,2016
Kepler-937 c,75.6364,423.5,2016
Kepler-938 b,62.9244,486.8,2016
Kepler-939 b,49.5768,722,2016
Kepler-94 b,99.4714,1095,2014
Kepler-940 b,94.7044,501.2,2016
Kepler-941 b,87.395,696.3,2016
Kepler-942 b,60.382,422.6,2016
Kepler-943 b,168.1162,507.7,2016
Kepler-944 b,74.683,495.9,2016
Kepler-945 b,74.683,621,2016
Kepler-946 b,54.6616,835.8,2016
Kepler-947 b,64.5134,600.9,2016
Kepler-948 b,52.437,964.7,2016
Kepler-949 b,82.628,856.4,2016
Kepler-95 b,96.929,1019.4,2014
Kepler-950 b,254.5578,439.7,2016
Kepler-951 b,158.5822,358.2,2016
Kepler-952 b,216.7396,387.5,2016
Kepler-953 b,119.4928,420.5,2016
Kepler-953 b,119.4928,420.5,2012
Kepler-953 c,33.6868,896.9,2016
Kepler-953 c,33.6868,896.9,2016
Kepler-954 b,65.7846,605.3,2016
Kepler-955 b,88.6662,706.1,2016
Kepler-956 b,85.1704,1264.3,2016
Kepler-957 b,156.0398,848.7,2016
Kepler-958 b,58.4752,823.4,2016
Kepler-959 b,124.2598,1289,2016
Kepler-96 b,8.2628,782.1,2014
Kepler-960 b,64.8312,993.3,2016
Kepler-961 b,72.1406,716.4,2016
Kepler-962 b,55.9328,772.8,2016
Kepler-963 b,75.3186,828.4,2016
Kepler-964 b,60.0642,728.3,2016
Kepler-965 b,95.9756,421.4,2016
Kepler-966 b,116.9504,436.9,2016
Kepler-967 b,66.738,694.8,2016
Kepler-967 c,103.6028,281.6,2016
Kepler-968 b,56.5684,897.9,2016
Kepler-968 c,47.9878,776.5,2016
Kepler-969 b,58.793,508.5,2016
Kepler-969 c,27.9664,1387.2,2016
Kepler-97 b,3.4958,1451.2,2014
Kepler-970 b,78.4966,528,2016
Kepler-971 b,60.382,829.7,2016
Kepler-972 b,131.887,1192.7,2016
Kepler-973 b,55.615,442.8,2016
Kepler-974 b,44.492,621.3,2016
Kepler-975 b,41.9496,1210,2016
Kepler-976 b,112.1834,355.3,2016
Kepler-977 b,74.3652,570.4,2016
Kepler-978 b,84.8526,581.1,2016
Kepler-979 b,77.2254,850.1,2016
Kepler-98 b,3.178,1743.9,2014
Kepler-980 b,75.6364,924.1,2016
Kepler-981 b,65.4668,1176.1,2016
Kepler-982 b,63.8778,934.8,2016
Kepler-983 b,67.0558,542.3,2016
Kepler-984 b,60.0642,535.7,2016
Kepler-985 b,84.5348,359.3,2016
Kepler-986 b,67.0558,505.3,2016
Kepler-987 b,92.4798,394.5,2016
Kepler-988 b,58.793,425.5,2016
Kepler-989 b,62.6066,799.4,2016
Kepler-99 b,6.356,880.4,2014
Kepler-990 b,73.7296,983.5,2016
Kepler-990 c,43.2208,2597.5,2016
Kepler-991 b,72.1406,292.5,2016
Kepler-992 b,46.081,559,2016
Kepler-993 b,84.217,381,2016
Kepler-994 b,45.4454,1047.1,2016
Kepler-995 b,76.5898,543.4,2016
Kepler-996 b,56.2506,1401.6,2016
Kepler-997 b,38.4538,1837.5,2016
Kepler-998 b,65.7846,1249.3,2016
NGC 2423 3 b,2107.3318,882.4,2007
Neptune,17.1,51,1846
OGLE-TR-10 b,199.2606,1488,2004
OGLE-TR-111 b,174.1544,1023.1,2004
OGLE-TR-113 b,398.839,1342.8,2004
OGLE-TR-132 b,371.5082,1974.5,2004
OGLE-TR-182 b,324.7916,1345.7,2007
OGLE-TR-211 b,239.3034,1724.5,2007
OGLE-TR-56 b,430.3012,2206,2002
OGLE2-TR-L9 b,1430.7356,2033.8,2007
PH-2 b,286.6556,388.9,2013
Qatar-1 b,344.1774,1389,2010
Qatar-2 b,789.0974,1289.4,2011
TRAPPIST-1 b,32.4156,399.1,2016
TRAPPIST-1 c,29.5554,341,2016
TrES-1 b,238.9856,1143.4,2004
TrES-3 b,595.2394,1628.6,2007
TrES-5 b,562.506,1481.8,2011
Uranus,14.5,64,1781
WASP-1 b,263.1384,1848.7,2006
WASP-10 b,1013.782,985.6,2008
WASP-100 b,638.4602,2199.9,2013
WASP-101 b,156.9932,1553.9,2013
WASP-103 b,471.933,2504.4,2014
